Country,Site,Station,zone,Latitude,Longitude
Mozambique,Njovo Island,ND1_top,,-16.57990403,39.81869001
Mozambique,Njovo Island,ND2,,-16.58542796,39.81232597
Mozambique,Njovo Island,ND2_slope,,-16.58542796,39.81232597
Mozambique,Njovo Island,ND3,,-16.57117998,39.798368
Mozambique,Njovo Island,ND4,,-16.58067701,39.79987096
Mozambique,Njovo Island,ND5,,-16.56599401,39.82281198
Mozambique,Njovo Island,ND6,,-16.56061199,39.81346901
Mozambique,Primeiras_e_Segundas_Archipelagos,Njovo,,-16.571057,39.810983
Mozambique,Inhambane,Paindane_11,,-24.09789,35.50832
Mozambique,Primeiras_e_Segundas_Archipelagos,Ndjovo,,-16.571057,39.810983
Mozambique,CORDIO,Palma_Islands_,,-10.81467949,40.65298249
Mozambique,CORDIO,Paradise,,-4.91282,39.67093
Mozambique,Inhambane,Pomene_15,,-23.20505,35.617633
Mozambique,Inhambane,Pomene_16,,-23.191667,35.5342
Mozambique,Inhambane,Pomene_17,,-23.944817,35.608
Mozambique,Inhambane,Pomene_18,,-22.792483,35.5792
Mozambique,Inhambane,Pomene_19,,-22.77511,35.60679
Mozambique,Inhambane,Pomene_20,,-22.79209,35.58014
Mozambique,Pemba,Ponta_Maunhane,,-12.95896667,40.55993333
Mozambique,Inhaca_Island,Ponta_Torres,,-26.07360176,32.9527
Mozambique,Primeiras_e_Segundas_Archipelagos,Puga-Puga,,-16.451428,39.951183
Mozambique,CORDIO,Quirindi_,,-10.63482702,40.59916547
Mozambique,CORDIO,Quiwia_,,-10.69706667,40.65378333
Mozambique,Inhambane,SAN SEBASTIAN_22,,-22.29431,35.56642
Mozambique,Inhambane,SAN SEBASTIAN_23,,-22.256981,35.53758
Mozambique,Quirimbas_Archipelago,Sencar_Channel,,-12.48905,40.6211
Mozambique,Mozambique_Island,Sete_Paus_Island,,-14.9762,40.78981667
Mozambique,Ponta_do_Ouro_Partial_Marine_Reserve,Techobanine_1,,-26.63011667,32.91455
Mozambique,CORDIO,TekamajiN_,,-10.75588002,40.6436
Mozambique,Ponta_do_Ouro_Partial_Marine_Reserve,Texas,,-26.77125,32.90175
Mozambique,Inhambane,Tofo_1,,-23.91319,35.53523
Mozambique,Inhambane,Tofo_2,,-23.81191,35.54203
Mozambique,Inhambane,Tofo_4,,-23.71263,35.56705
Mozambique,Bazaruto_Archipelago,Two-mile_Reef,,-21.80351667,35.5026
Mozambique,Vamizi_Island,V1.2,,-10.995436,40.67925
Mozambique,Vamizi_Island,V2.1,,-11.021202,40.646498
Mozambique,Vamizi_Island,V2.2,,-11.022073,40.645168
Mozambique,Vamizi_Island,V3.1,,-10.993602,40.711932
Mozambique,Vamizi_Island,V3.2,,-10.992872,40.711139
Mozambique,Vamizi_Island,V6.1,,-11.004657,40.614763
Mozambique,Vamizi_Island,V6.2,,-11.00537,40.61551
Mozambique,Vamizi_Island,V6.3,,-11.005564,40.617699
Mozambique,Vamizi_Island,V7.1,,-11.022782,40.636684
Mozambique,Vamizi_Island,V7.2,,-11.021424,40.634863
Mozambique,Vamizi_Island,V7.3,,-11.020284,40.632418
Mozambique,Vamizi_Island,V8.1,,-11.014756,40.656079
Mozambique,Vamizi_Island,V8.2,,-11.012346,40.656992
Mozambique,CORDIO,VamiziNE_,,-10.994217,40.71341702
Mozambique,CORDIO,VamiziNR_,,-10.99069501,40.68838497
Mozambique,CORDIO,VamiziNU,,-11.01475833,40.63363333
Mozambique,Xai-xai,Xai-xai_Lagoon,,-25.119688,33.730237
Mozambique,Inhambane,Zavora_10,,-24.45078,35.26761
Mozambique,Inhambane,Zavora_7,,-24.56215,35.28957
Mozambique,Inhambane,Zavora_8,,-24.47512,35.24511
Mozambique,Inhambane,Zavora_9,,-24.4777,35.35451
Mozambique,NGO,Caldeira,,-16.64686667,39.71206667
Mozambique,NGO,Casuarina 2,,-17.12355,39.0577
Mozambique,NGO,Casuarina Channel,,-17.13405,39.07383333
Mozambique,NGO,Epidendrom 1,,-17.10245,39.12316667
Mozambique,NGO,Epidendron 2,,-17.0853,39.12878333
Mozambique,NGO,Fogo 1,,-17.2304,38.88783333
Mozambique,NGO,Fogo 2,,-17.23423333,38.86868333
Mozambique,NGO,Ndjovo,,-16.585,39.80306667
Mozambique,NGO,Santo Antonio,,-16.20993333,40.13136667
Mozambique,NGO,Silva,,-17.2898,38.79128333
Rodrigues,NA,Grand Bassin,,-19.66038889,63.35079167
Rodrigues,NA,Ile aux Fous,,-19.65188333,63.387575
Rodrigues,NA,N. Ile aux Sables,,-19.68038333,63.30525
Rodrigues,NA,Passe Armand,,-19.6706,63.41663333
Rodrigues,NA,Passe Cabri,,-19.6656,63.43541667
Rodrigues,NA,Passe Demie,,-19.706111,63.292778
Rodrigues,NA,Passe L'Ancre,,-19.8137,63.42725
Rodrigues,NA,Riviere Banane,,-19.66908889,63.47241944
Rodrigues,NA,Trou Blanc,,-19.75666667,63.47391667
Seychelles,Alphonse ,A7,,-6.59482,52.43027
Seychelles,African Banks,African Bank E Reef,,-4.88208,53.39165
Seychelles,African Banks,African Bank N Reef,,-4.88208,53.31193
Seychelles,Aldabra,All deep sites ,,-9.37888,46.21971
Seychelles,Aldabra,All shallow sites ,,-9.395321,46.250909
Seychelles,Mahe,Anse Major Point,,-4.62415,55.38304
Seychelles,Mahe,Anse Major Reef,,-4.62443,55.38543
Seychelles,Praslin,Anse Papaie,,-4.28455,55.73665
Seychelles,Praslin,Anse Petit Cours,,-4.30614,55.72864
Seychelles,Denis,Aquarium,,-3.79329,55.64822
Seychelles,Desroches,Aquarium,,-3.79329,55.64822
Seychelles,Aride,Aride Site 1,,-4.04963,55.66993
Seychelles,Aride,Aride Site 10,,-4.20965,55.66312
Seychelles,Aride,Aride Site 2,,-4.21603,55.66595
Seychelles,Aride,Aride Site 3,,-4.21528,55.66277
Seychelles,Aride,Aride Site 4,,-4.21138,55.6728
Seychelles,Aride,Aride Site 5,,-4.21448,55.67465
Seychelles,Aride,Aride Site 6,,-4.2097,55.66052
Seychelles,Aride,Aride Site 7,,-4.21012,55.66837
Seychelles,Aride,Aride Site 8,,-4.21298,55.65882
Seychelles,Aride,Aride Site 9,,-4.2086,55.65958
Seychelles,Cosmoledo,Ast-NW,,-9.69335,47.5461
Seychelles,Mahe,Auberge Reef,,-4.61508,55.40345
Seychelles,Praslin,Badamier,,-4.27736,55.72127
Seychelles,Mahe,Baie Ternay Centre,,-4.63868,55.37507
Seychelles,Mahe,Baie Ternay Lighthouse,,-4.639,55.36594
Seychelles,Mahe,Baie Ternay North East,,-4.6339,55.37431
Seychelles,Mahe,Baie Ternay North West ,,-4.63896,55.36897
Seychelles,Denis,Batfish,,-3.80808,55.64782
Seychelles,Praslin,Booby Island,,-4.25975,55.67441
Seychelles,Boudeuse,Boudeuse N Reef,,-6.07148,52.8375552
Seychelles,Boudeuse,Boudeuse NE Reef,,-6.0861,52.83672
Seychelles,Boudeuse,Boudeuse W Reef,,-6.0897,52.8308
Seychelles,North,Boulders,,-4.39263,55.25367
Seychelles,Praslin,Burt Banks,,-4.30458,55.71807
Seychelles,Praslin,Caiman Point,,-4.27989,55.71085
Seychelles,Cosmoledo,Cha-C,,-9.74947,47.62425
Seychelles,Cosmoledo,Cha-E,,-9.75728,47.62298
Seychelles,Mahe,Conception Central East Face,,-4.66485,55.37097
Seychelles,Mahe,Conception North Point ,,-4.65972,55.3609
Seychelles,Praslin,Coral Garden,,-4.2876,55.74374
Seychelles,North,Coral Gardens North,,-4.39161,55.23583
Seychelles,North,Coral Gardens South,,-4.39843,55.23679
Seychelles,Mahe,Corsaire Reef,,-4.61557,55.40752
Seychelles,Praslin,Cousin,,-4.33075,55.66743
Seychelles,Praslin,Cousin Carbonate,,-4.33031,55.65916
Seychelles,Praslin,Cousin Granitic ,,-4.32466,55.66655
Seychelles,Praslin,Cousin Patch,,-4.3362,55.66563
Seychelles,Praslin,Curieuse North Central Rock,,-4.27658,55.72873
Seychelles,Praslin,Curieuse North West Rock,,-4.2771,55.71418
Seychelles,Praslin,Curieuse West Rock,,-4.25768,55.67458
Seychelles,Farquhar,Deposee,,-10.147955,51.06427
Seychelles,Desroches,DES1,,-5.70357,59.61168
Seychelles,Desroches,DES2,,-5.70112,59.61001
Seychelles,Desroches,DES3,,-5.69877,59.67777
Seychelles,Desroches,DES4,,-5.71156,59.65224
Seychelles,Desroches,DES5,,-5.61576,59.60551
Seychelles,Desroches,DES6,,-5.70789,59.61625
Seychelles,Etoile,Etoile E Reef,,-5.88695,53.03347
Seychelles,Etoile,Etoile W Reef ,,-5.88718,53.02528
Seychelles,Farquhar,F14,,-10.17592,51.02714
Seychelles,Farquhar,F16,,-10.18947,51.02097
Seychelles,Farquhar,F23,,-10.23378,51.12674
Seychelles,Farquhar,F26,,-10.22502,51.10732
Seychelles,Farquhar,F30,,-10.12421,51.14429
Seychelles,Farquhar,F32,,-10.12572,51.16096
Seychelles,Farquhar,F33,,-10.16995,51.19429
Seychelles,Farquhar,F4,,-10.1375,51.10883
Seychelles,Farquhar,F6,,-10.13097,51.16214
Seychelles,Farquhar,F7,,-10.1212,51.19173
Seychelles,Farquhar,F8,,-10.13663,51.13663
Seychelles,Farquhar,F9,,-10.10439,51.1798
Seychelles,Cosmoledo,Gol-NE,,-9.69511,47.64815
Seychelles,Cosmoledo,Grd-E,,-9.71539,47.6644
Seychelles,Cosmoledo,Grd-SE,,-9.76872,47.64187
Seychelles,Denis,House Reef,,-4.39022,55.25232
Seychelles,North,House Reef,,-4.39022,55.25232
Seychelles,Silhouette,House reef ,,-4.48311,55.25345
Seychelles,Cosmoledo,Lag-1,,-9.72853,47.60752
Seychelles,Cosmoledo,Lag-2,,-9.72917,47.5792
Seychelles,Cosmoledo,Lag-3,,-9.73712,47.6132
Seychelles,Cosmoledo,Lag-4,,-9.74167,47.60563
Seychelles,Mahe,Lilot North Face,,-4.55867,55.4322
Seychelles,Desroches,Lobster,,-5.68421,59.65729
Seychelles,Mahe,Mahe E,,-4.70706,55.52903
Seychelles,Mahe,Mahe E Carbonate,,-4.71165,55.52823
Seychelles,Mahe,Mahe E Granitic ,,-4.73848,55.52844
Seychelles,Mahe,Mahe East Patch ,,-4.70341,55.52743
Seychelles,Mahe,Mahe NW,,-4.61319,55.40871
Seychelles,Mahe,Mahe NW Carbonate,,-4.63981,55.37486
Seychelles,Mahe,Mahe NW Granitic,,-4.56181,55.44158
Seychelles,Mahe,Mahe NW Patch ,,-4.61336,55.41717
Seychelles,Mahe,Mahe W,,-4.66704,55.39629
Seychelles,Mahe,Mahe W granitic ,,-4.65938,55.36209
Seychelles,Mahe,Mahe West carbonate,,-4.6693,55.40127
Seychelles,Mahe,Mahe West Patch ,,-4.67916,55.43603
Seychelles,Cosmoledo,Men-N,,-9.69355,42.5461
Seychelles,Cosmoledo,Men-W,,-9.71535,47.50255
Seychelles,Cosmoledo,Nor-N,,-9.65775,47.56885
Seychelles,North,North East Point,,-4.38276,55.24372
Seychelles,Desroches,Oxy,,-5.68278,59.66269
Seychelles,Praslin,Point Rouge,,-4.2791,55.74546
Seychelles,Mahe,Port Launay South Reef,,-4.65263,55.39492
Seychelles,Mahe,Port Launay West Rock,,-4.65542,55.39232
Seychelles,Praslin,Praslin NE,,-4.30045,55.75565
Seychelles,Praslin,Praslin NE Carbonate,,-4.31266,55.75265
Seychelles,Praslin,Praslin NE Granitic ,,-4.28952,55.7056
Seychelles,Praslin,Praslin NE Patch ,,-4.30243,55.74859
Seychelles,Praslin,Praslin North East Point,,-4.2879,55.69963
Seychelles,Praslin,Praslin North East Rocks,,-4.28935,55.7071
Seychelles,Praslin,Praslin SW,,-4.33423,55.69158
Seychelles,Praslin,Praslin SW Carbonate,,-4.34909,55.70308
Seychelles,Praslin,Praslin SW Granitic ,,-4.31391,55.67922
Seychelles,Praslin,Praslin SW Patch ,,-4.33345,55.69134
Seychelles,Mahe,Ray's Point,,-4.62165,55.38532
Seychelles,Remire,Remire E Reef,,-5.12007,53.31928
Seychelles,Remire,Remire S Reef,,-5.12515,53.31193
Seychelles,Mahe,Secret Beach Reef ,,-4.6348,55.3758
Seychelles,Silhouette,SI02A ,,-4.49576,55.25214
Seychelles,Silhouette,SI03,,-4.47868,55.24826
Seychelles,Silhouette,SI04,,-4.47208,55.24333
Seychelles,Silhouette,SI05,,-4.46693,55.22013
Seychelles,Silhouette,SI06,,-4.46823,55.21351
Seychelles,Silhouette,SI07,,-4.46999,55.20988
Seychelles,Silhouette,SI08,,-4.47481,55.20576
Seychelles,Silhouette,SI09,,-4.46709,55.21723
Seychelles,Denis,Site 3,,-3.82336,55.65417
Seychelles,Denis,Site 4,,-3.79744,55.64791
Seychelles,Denis,Site 5,,-3.77427,55.68063
Seychelles,Denis,Site 6,,-3.79574,55.67265
Seychelles,Mahe,Site X,,-4.61609,55.40028
Seychelles,Mahe,Site Y,,-4.62882,55.37719
Seychelles,Cosmoledo,Sou-SW,,-9.7659,47.55557
Seychelles,North,Sprat City,,-4.38957,55.23732
Seychelles,Praslin,St. Pierre East Rock,,-4.30248,55.75078
Seychelles,Praslin,St. Pierre NE,,-4.3012,55.74887
Seychelles,Praslin,St. Pierre SE,,-4.30342,55.75022
Seychelles,Mahe,Ste. Anne,,-4.62267,55.50381
Seychelles,Mahe,Ste. Anne Carbonate ,,-4.59895,55.50124
Seychelles,Mahe,Ste. Anne Granitic ,,-4.60688,55.51203
Seychelles,Mahe,Ste. Anne Patch ,,-4.61791,55.50677
Seychelles,Cosmoledo,Sud-S,,-9.77827,47.58622
Seychelles,Mahe,Therese North East,,-4.669,55.4015
Seychelles,Mahe,Therese North End,,-4.6665,55.3961
Seychelles,Mahe,Therese South,,-4.6794,55.40517
Seychelles,Silhouette,Turtle rock,,-4.46619,55.23286
Seychelles,Mahe,Whale Rock,,-4.61973,55.3904
Seychelles,Mahe,White Villa,,-4.61338,55.41338
Seychelles,Mahe,Willie's Bay Point,,-4.62648,55.3796
Seychelles,Mahe,Willies Bay Reef,,-4.62614,55.38147
Seychelles,Alphonse ,A1,,-7.021566667,52.71678333
Seychelles,Alphonse ,A10,,-7.013966667,52.73213333
Seychelles,Alphonse ,A11,,-7.032472222,52.73905556
Seychelles,Alphonse ,A12,,-7.029888889,52.74233333
Seychelles,Alphonse ,A13,,-7.021611111,52.74736111
Seychelles,Alphonse ,A14,,-7.0135,52.74488889
Seychelles,Alphonse ,A15,,-7.013361111,52.74194444
Seychelles,Alphonse ,A16,,-7.009638889,52.73161111
Seychelles,Alphonse ,A17,,-7.012055556,52.72911111
Seychelles,Alphonse ,A18,,-7.015777778,52.73091667
Seychelles,Alphonse ,A19,,-7.015777778,52.73091667
Seychelles,Alphonse ,A2,,-7.012833333,52.73230556
Seychelles,Alphonse ,A20,,-7.012833333,52.73230556
Seychelles,Alphonse ,A3,,-7.012833333,52.73230556
Seychelles,Alphonse ,A4,,-6.998016667,52.7351
Seychelles,Alphonse ,A5,,-7.010533333,52.76151667
Seychelles,Alphonse ,A6,,-7.04155,52.75145
Seychelles,Alphonse ,A8,,-7.040333333,52.7283
Seychelles,Alphonse ,A9,,-7.014616667,52.7343
Seychelles,Cerf,Cer-W,,-9.523722222,50.96464722
Seychelles,Providence,PrB-1,,-9.402258333,50.99711667
Seychelles,Providence,PrB-2,,-9.327788889,51.00321944
Seychelles,Providence,Pro-SW,,-9.249263889,51.01918611
Seychelles,Alphonse ,S1,,-7.063555556,52.72380556
Seychelles,Alphonse ,S10,,-7.077555556,52.73811111
Seychelles,Alphonse ,S2,,-7.061555556,52.73888889
Seychelles,Alphonse ,S3,,-7.076805556,52.75647222
Seychelles,Alphonse ,S4,,-7.089111111,52.77697222
Seychelles,Alphonse ,S5,,-7.124861111,52.78086111
Seychelles,Alphonse ,S6,,-7.141416667,52.78122222
Seychelles,Alphonse ,S7,,-7.174361111,52.74661111
Seychelles,Alphonse ,S8,,-7.146861111,52.72561111
Seychelles,Alphonse ,S9,,-7.118388889,52.72561111
Seychelles,St. Pierre,StP-NE,,-9.324597222,52.73149722
Seychelles,St. Pierre,StP-SW,,-9.338336111,52.72117778
South Africa,Sodwana Bay,Nine-mile Reef,,-27.414917,32.726611
Tanzania,Songosongo,Amana_East,,-8.70278,39.4728
Tanzania,Songosongo,Amana_S,,-8.72222,39.4608
Tanzania,Zanzibar,Bawe,MPA,-6.08326,39.08051
Tanzania,Dar_es_Salaam,Bongoyo_1,,-6.41454,39.15424
Tanzania,Dar_es_Salaam,Bongoyo_2,,-6.42103,39.16054
Tanzania,Dar_es_Salaam,Bongoyo_North,,-6.41454,39.15424
Tanzania,Dar_es_Salaam,Bongoyo_West,,-6.42103,39.16054
Tanzania,Tanga,Bunju,,-4.7482026,39.29277
Tanzania,Mtwara,Bwahari,,-10.15135,40.085233
Tanzania,Zanzibar,Changuu,,-6.06522,39.10053
Tanzania,Tanga,Chanjale,MPA,-5.18308,39.03529
Tanzania,Zanzibar,Chapwani,,-6.11905,39.18939
Tanzania,CORDIO,Chumb,,-6.2796,39.17405833
Tanzania,Zanzibar,Chumbe,,-6.27682,39.1733
Tanzania,Tanga,Chundo,,-4.89668,39.28797
Tanzania,Tanga,Dambwe,open,-5.625723471,39.00082111
Tanzania,Mafia,Dindini,,-7.91917,39.8344
Tanzania,CORDIO,Dindini,,-7.919841667,39.82615833
Tanzania,Mtwara,Eeh,,-10.2753,40.117733
Tanzania,Rufiji,Fisi,,-8.39333,39.34705
Tanzania,Rufiji,Fisi_N,,-8.38972,39.3469
Tanzania,Rufiji,Fisi_S,,-8.39694,39.3472
Tanzania,Tanga,Fungu_Boma,open,-4.9,39.2
Tanzania,Tanga,Fungu_Nyama,open,-5.016667,39.216667
Tanzania,Tanga,Fungu_Zinga,open,-5.538249629,39.03566837
Tanzania,Tanga,Gomani,open,-4.783442586,39.21252251
Tanzania,Misali,Home_reef,MPA,-5.2391667,39.59544444
Tanzania,Tanga,Jambe,,-5.09664,39.16769
Tanzania,Songosongo,Jewe,,-8.66583,39.4414
Tanzania,Mafia,Juani,MPA,-7.58518,39.48518
Tanzania,Songosongo,Kampera,open,-8.436375537,39.45173264
Tanzania,Mtwara,Kati,,-10.18537,40.2208
Tanzania,Tanga,Kichwa_Mtu,open,-4.75696,39.255311
Tanzania,Mafia,Kifinge,,-8.10139,40.0725
Tanzania,CORDIO,Kifinge,,-7.846716667,39.864875
Tanzania,Misali,Kijiwe_Bendera,MPA,-5.239383899,39.61264372
Tanzania,Misali,Kijiwe_Muhogo,MPA,-5.2448889,39.59127778
Tanzania,Songosongo,Kimbore,,-8.3855,39.54945
Tanzania,Tanga,Kipwani,,-5.16155675,39.143729
Tanzania,Tanga,Kisiki_Mtu,open,-5.755372346,38.87859821
Tanzania,Mafia,Kisiwa_Kikubwa,,-7.965,39.8069
Tanzania,Tanga,Kitanga,,-5.3,39.1
Tanzania,Mtwara,Kitelele,,-10.17325,40.23187
Tanzania,Tanga,Kitungamwe,open,-4.773520833,39.39113617
Tanzania,Mafia,Kitutia,,-8.15694,39.6508
Tanzania,CORDIO,Kitutia,,-8.125258333,39.647975
Tanzania,Mafia,Kitutia_S,,-8.15694,39.6508
Tanzania,Tanga,Kobweni,Reserve,-4.775145957,39.20896053
Tanzania,Zanzibar,Kwale,,-6.36358,39.28455
Tanzania,Tanga,Kwale_Island,Reserve,-4.953864497,39.17169929
Tanzania,Kwale,Kwale_sandbank,MPA,-6.363538997,39.28382635
Tanzania,Kwale,Kwale_west,MPA,-6.37757096,39.27962065
Tanzania,Mtwara,Lanzi,open,-10.155717,40.111583
Tanzania,Songosongo,Machangi,,-8.41444,39.4428
Tanzania,Mtwara,Majovu,,-10.1906,40.143767
Tanzania,Tanga,Makangaja,open,-5.7833333,38.86666667
Tanzania,Tanga,Makome,,-5.24446947,39.10504103
Tanzania,Tanga,Makome_(Kigombe),MPA,-5.24446947,39.10504103
Tanzania,Mafia,Mange,,-8.27139,39.6072
Tanzania,CORDIO,Mange,,-8.067766667,39.60111667
Tanzania,Mtwara,Matenga,,-10.316217,40.368917
Tanzania,Tanga,Maziwe,Reserve,-5.498362,39.068184
Tanzania,Dar_es_Salaam,Mbudya_1,,-6.39019,39.14367
Tanzania,Dar_es_Salaam,Mbudya_2,,-6.39321,39.14555
Tanzania,Dar_es_Salaam,Mbudya_North,,-6.39019,39.14367
Tanzania,Dar_es_Salaam,Mbudya_West,,-6.39321,39.14555
Tanzania,Tanga,Mijimile_Ndogo,open,-5.657497831,39.01824474
Tanzania,Mafia,Milimani,MPA,-7.9461677,39.7845893
Tanzania,Tanga,Minyaani,open,-4.713067,39.238788
Tanzania,Zanzibar,Misali_1,,-5.2361389,39.60142
Tanzania,Zanzibar,Misali_Island,,-5.2352,39.61045
Tanzania,CORDIO,MnazA,,-10.292025,40.4128
Tanzania,CORDIO,MnazB,,-10.26223333,40.37986667
Tanzania,CORDIO,MnazD,,-10.33425833,40.36010833
Tanzania,CORDIO,MnazE,,-10.31638333,40.36954167
Tanzania,CORDIO,MnazF,,-10.2391,40.34694167
Tanzania,CORDIO,Mnem,,-5.840358333,39.395325
Tanzania,Zanzibar,Mnemba,,-5.83376,39.39143
Tanzania,Mafia,Msumbiji,,-7.97028,39.8025
Tanzania,Mafia,Mwamba_Mkubwa,,-8.02306,39.7042
Tanzania,Mafia,Mwamba_Mkuu,,-8.02306,39.7042
Tanzania,Rufiji,Mwamba_Mkuu_Ruf,,-8.32194,39.6183
Tanzania,Songosongo,Mwamba_wa_Kati_,,-8.6425,39.5281
Tanzania,Tanga,Mwani,open,-4.752479398,39.24286366
Tanzania,Tanga,Mwezi,open,-4.749571182,39.23445225
Tanzania,Songosongo,Mziwaji,,-8.43083,39.4822
Tanzania,Mtwara,Naumbu,,-10.234133,40.136833
Tanzania,Mafia,Nyamalile,,-8.0285,39.510783
Tanzania,CORDIO,Nyamalile,,-8.044316667,39.5197
Tanzania,Mafia,Nyamalile_mid,,-8.0285,39.510783
Tanzania,Mafia,Nyamalile_N,,-8.21389,39.7353
Tanzania,Mafia,Nyamalile_S,,-8.17806,39.5147
Tanzania,Songosongo,Nyamambi,,-8.468167,39.517117
Tanzania,Tanga,Nyuli,MPA,-5.0971944,39.1674722
Tanzania,Mtwara,Pemba,,-10.262367,40.122383
Tanzania,Zanzibar,Pongwe_A,,-5.250837,39.586573
Tanzania,Zanzibar,Pongwe_B,,-6.030799,39.420319
Tanzania,Songosongo,Pwayasi,,-8.50194,39.4164
Tanzania,Songosongo,Pwela,open,-8.632567,39.571717
Tanzania,Tanga,Shenguwe,,-5.22797327,39.10948277
Tanzania,Rufiji,Simaya,,-8.46556,39.5189
Tanzania,Songosongo,Songo_N,,-8.61806,39.5481
Tanzania,Songosongo,Songosongo,open,-8.61806,39.5481
Tanzania,Zanzibar,Sponge_Trail,,-6.03592,39.425125
Tanzania,Tanga,Taa,MPA,-5.17357,39.05461
Tanzania,Kwale,Ukombe,,-6.3408,39.24705
Tanzania,Songosongo,Ukuza,,-8.47556,39.6831
Tanzania,Tanga,Ulenge,Reserve,-5.0333306,39.16667222
Tanzania,Tanga,Upangu,MPA,-5.1857,39.04444
Tanzania,Misali,Utalimani,,-5.22919,39.59519
Tanzania,Mafia,Utumbi,,-7.9575,39.79
Tanzania,CORDIO,Utumbi,,-7.933591667,39.80789167
Tanzania,Tanga,Wamba,open,-4.92344359,39.26569462
Tanzania,Mafia,Yuyuni,,-7.99278,39.8231
Tanzania,CORDIO,Yuyuni,,-7.964683333,39.80038333
Mozambique,NGO,Mafamede,,-16.22612,40. 01560